Sequence_Name,Label,Probability
ID=sp|A0Q422||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|Q9PRZ1||Label=0|Type=non_AVP|Source=UniProt|Length=10|Dataset=TS_non_AVP,AVP,0.800
ID=sp|B0M3B5||Label=0|Type=non_AVP|Source=UniProt|Length=15|Dataset=TS_non_AVP,non-AVP,0.105
ID=sp|P10034||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,non-AVP,0.190
ID=18605|Label=1|Type=AVP|Source=Peptipedia|Length=36|Dataset=TS_AVP,AVP,0.695
ID=sp|P14487||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,non-AVP,0.035
ID=sp|P36441||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,non-AVP,0.090
ID=sp|A5J277||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.105
ID=sp|P84898||Label=0|Type=non_AVP|Source=UniProt|Length=11|Dataset=TS_non_AVP,non-AVP,0.100
ID=sp|P48328||Label=0|Type=non_AVP|Source=UniProt|Length=27|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|Q9MUS2||Label=0|Type=non_AVP|Source=UniProt|Length=30|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|P30802||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,non-AVP,0.455
ID=sp|P22659||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,non-AVP,0.105
ID=sp|P31962||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|A2C404||Label=0|Type=non_AVP|Source=UniProt|Length=45|Dataset=TS_non_AVP,non-AVP,0.010
ID=HIP892|Label=1|Type=AVP|Source=HIPdb|Length=36|Dataset=TS_AVP,AVP,1.000
ID=sp|P84877||Label=0|Type=non_AVP|Source=UniProt|Length=32|Dataset=TS_non_AVP,non-AVP,0.085
ID=sp|B3A0M8||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,AVP,1.000
ID=DRAVPe00763|Label=1|Type=AVP|Source=DRAVP|Length=10|Dataset=TS_AVP,AVP,0.985
ID=sp|Q7Z0A2||Label=0|Type=non_AVP|Source=UniProt|Length=42|Dataset=TS_non_AVP,AVP,0.910
ID=sp|C0HKX8||Label=0|Type=non_AVP|Source=UniProt|Length=20|Dataset=TS_non_AVP,AVP,0.990
ID=sp|Q00608||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P0DRG2||Label=0|Type=non_AVP|Source=UniProt|Length=10|Dataset=TS_non_AVP,non-AVP,0.170
ID=sp|Q04PW1||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|Q98FE3||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P01069||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,AVP,0.690
ID=sp|P0C5Q0||Label=0|Type=non_AVP|Source=UniProt|Length=46|Dataset=TS_non_AVP,non-AVP,0.035
ID=DRAVPe00067|Label=1|Type=AVP|Source=DRAVP|Length=20|Dataset=TS_AVP,AVP,0.975
ID=sp|P0C2R9||Label=0|Type=non_AVP|Source=UniProt|Length=45|Dataset=TS_non_AVP,non-AVP,0.040
ID=sp|A0ZZ51||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,non-AVP,0.050
ID=sp|P0C615||Label=0|Type=non_AVP|Source=UniProt|Length=32|Dataset=TS_non_AVP,AVP,0.555
ID=7194|Label=1|Type=AVP|Source=Peptipedia|Length=29|Dataset=TS_AVP,AVP,0.950
ID=sp|P11967||Label=0|Type=non_AVP|Source=UniProt|Length=36|Dataset=TS_non_AVP,non-AVP,0.250
ID=sp|Q1ACI4||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,non-AVP,0.135
ID=41788|Label=1|Type=AVP|Source=Peptipedia|Length=7|Dataset=TS_AVP,AVP,0.995
ID=sp|C0H3V1||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.050
ID=sp|P0CH16||Label=0|Type=non_AVP|Source=UniProt|Length=22|Dataset=TS_non_AVP,AVP,0.955
ID=sp|P0C8M2||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.070
ID=sp|P58914||Label=0|Type=non_AVP|Source=UniProt|Length=27|Dataset=TS_non_AVP,AVP,0.930
ID=sp|P0DQW8||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,non-AVP,0.105
ID=sp|B1AIP3||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|A1W329||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|P84726||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,non-AVP,0.325
ID=sp|B3EWL8||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.505
ID=sp|P0DL48||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,AVP,0.845
ID=41054|Label=1|Type=AVP|Source=Peptipedia|Length=18|Dataset=TS_AVP,AVP,1.000
ID=sp|Q9MS73||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P84980||Label=0|Type=non_AVP|Source=UniProt|Length=18|Dataset=TS_non_AVP,non-AVP,0.195
ID=sp|P86543||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,non-AVP,0.325
ID=40895|Label=1|Type=AVP|Source=Peptipedia|Length=18|Dataset=TS_AVP,AVP,1.000
ID=CAMPSQ2450|Label=1|Type=AVP|Source=CAMP|Length=12|Dataset=TS_AVP,AVP,0.985
ID=sp|Q55354||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,non-AVP,0.025
ID=sp|P80578||Label=0|Type=non_AVP|Source=UniProt|Length=13|Dataset=TS_non_AVP,non-AVP,0.090
ID=sp|A7GQU9||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.065
ID=sp|P85359||Label=0|Type=non_AVP|Source=UniProt|Length=14|Dataset=TS_non_AVP,AVP,0.565
ID=sp|B1I8U6||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.030
ID=sp|P84671||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,AVP,0.900
ID=sp|P21141||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.925
ID=sp|P84984||Label=0|Type=non_AVP|Source=UniProt|Length=38|Dataset=TS_non_AVP,non-AVP,0.065
ID=sp|A1E9H9||Label=0|Type=non_AVP|Source=UniProt|Length=34|Dataset=TS_non_AVP,non-AVP,0.015
ID=41790|Label=1|Type=AVP|Source=Peptipedia|Length=9|Dataset=TS_AVP,AVP,0.995
ID=sp|P83227||Label=0|Type=non_AVP|Source=UniProt|Length=35|Dataset=TS_non_AVP,AVP,0.735
ID=sp|P85277||Label=0|Type=non_AVP|Source=UniProt|Length=25|Dataset=TS_non_AVP,AVP,0.710
ID=sp|A2BS99||Label=0|Type=non_AVP|Source=UniProt|Length=45|Dataset=TS_non_AVP,non-AVP,0.020
ID=sp|C0HK35||Label=0|Type=non_AVP|Source=UniProt|Length=30|Dataset=TS_non_AVP,AVP,0.995
ID=sp|A5GU84||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.025
ID=sp|P33684||Label=0|Type=non_AVP|Source=UniProt|Length=36|Dataset=TS_non_AVP,non-AVP,0.090
ID=22061|Label=1|Type=AVP|Source=DBAASP|Length=22|Dataset=TS_AVP,AVP,1.000
ID=CAMPSQ9853|Label=1|Type=AVP|Source=CAMP|Length=13|Dataset=TS_AVP,AVP,0.720
ID=sp|B3EP38||Label=0|Type=non_AVP|Source=UniProt|Length=38|Dataset=TS_non_AVP,non-AVP,0.040
ID=sp|P81819||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,non-AVP,0.310
ID=sp|P0C8C7||Label=0|Type=non_AVP|Source=UniProt|Length=18|Dataset=TS_non_AVP,non-AVP,0.145
ID=sp|A6YG86||Label=0|Type=non_AVP|Source=UniProt|Length=38|Dataset=TS_non_AVP,non-AVP,0.040
ID=sp|P0C5X3||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,AVP,1.000
ID=sp|C0HJX6||Label=0|Type=non_AVP|Source=UniProt|Length=42|Dataset=TS_non_AVP,non-AVP,0.095
ID=sp|P80779||Label=0|Type=non_AVP|Source=UniProt|Length=14|Dataset=TS_non_AVP,non-AVP,0.145
ID=sp|Q9TLX5||Label=0|Type=non_AVP|Source=UniProt|Length=30|Dataset=TS_non_AVP,non-AVP,0.050
ID=sp|P34962||Label=0|Type=non_AVP|Source=UniProt|Length=25|Dataset=TS_non_AVP,non-AVP,0.365
ID=sp|P85160||Label=0|Type=non_AVP|Source=UniProt|Length=7|Dataset=TS_non_AVP,AVP,0.510
ID=sp|Q5IHD7||Label=0|Type=non_AVP|Source=UniProt|Length=35|Dataset=TS_non_AVP,non-AVP,0.030
ID=sp|Q06J23||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|P83278||Label=0|Type=non_AVP|Source=UniProt|Length=10|Dataset=TS_non_AVP,AVP,0.735
ID=sp|P80256||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P80591||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,non-AVP,0.020
ID=sp|Q06J37||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P15427||Label=0|Type=non_AVP|Source=UniProt|Length=36|Dataset=TS_non_AVP,non-AVP,0.080
ID=CAMPSQ21559|Label=1|Type=AVP|Source=CAMP|Length=13|Dataset=TS_AVP,AVP,0.810
ID=sp|P83349||Label=0|Type=non_AVP|Source=UniProt|Length=12|Dataset=TS_non_AVP,non-AVP,0.425
ID=sp|Q3MC12||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.050
ID=DRAVPe01675|Label=1|Type=AVP|Source=DRAVP|Length=18|Dataset=TS_AVP,AVP,0.895
ID=sp|P83224||Label=0|Type=non_AVP|Source=UniProt|Length=35|Dataset=TS_non_AVP,non-AVP,0.425
ID=sp|P49623||Label=0|Type=non_AVP|Source=UniProt|Length=43|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|P0DUM4||Label=0|Type=non_AVP|Source=UniProt|Length=30|Dataset=TS_non_AVP,AVP,0.745
ID=sp|B1WVR7||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,non-AVP,0.020
ID=sp|Q7Z097||Label=0|Type=non_AVP|Source=UniProt|Length=46|Dataset=TS_non_AVP,AVP,0.975
ID=sp|P81599||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,AVP,0.955
ID=sp|P19989||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.750
ID=sp|B2J1B5||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|P0DRG3||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.620
ID=sp|Q47272||Label=0|Type=non_AVP|Source=UniProt|Length=46|Dataset=TS_non_AVP,non-AVP,0.020
ID=sp|B5YBN9||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P82096||Label=0|Type=non_AVP|Source=UniProt|Length=6|Dataset=TS_non_AVP,AVP,0.790
ID=sp|P01560||Label=0|Type=non_AVP|Source=UniProt|Length=18|Dataset=TS_non_AVP,AVP,0.995
ID=CAMPSQ21722|Label=1|Type=AVP|Source=CAMP|Length=45|Dataset=TS_AVP,AVP,0.985
ID=sp|A9BDU5||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|P80759||Label=0|Type=non_AVP|Source=UniProt|Length=7|Dataset=TS_non_AVP,non-AVP,0.485
ID=sp|Q0P3N9||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.035
ID=sp|A6QKK4||Label=0|Type=non_AVP|Source=UniProt|Length=45|Dataset=TS_non_AVP,non-AVP,0.025
ID=sp|P0DOZ9||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,AVP,0.890
ID=sp|B3EWF0||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,non-AVP,0.010
ID=DRAMP00247|Label=1|Type=AVP|Source=DRAMP|Length=15|Dataset=TS_AVP,AVP,0.710
ID=sp|Q85AL7||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P0C1H0||Label=0|Type=non_AVP|Source=UniProt|Length=20|Dataset=TS_non_AVP,non-AVP,0.200
ID=sp|P0DO61||Label=0|Type=non_AVP|Source=UniProt|Length=13|Dataset=TS_non_AVP,non-AVP,0.255
ID=sp|A5GRN4||Label=0|Type=non_AVP|Source=UniProt|Length=45|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P83063||Label=0|Type=non_AVP|Source=UniProt|Length=21|Dataset=TS_non_AVP,AVP,0.530
ID=sp|C0HJC5||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,AVP,0.630
ID=sp|P85429||Label=0|Type=non_AVP|Source=UniProt|Length=15|Dataset=TS_non_AVP,AVP,0.775
ID=sp|A2BUN3||Label=0|Type=non_AVP|Source=UniProt|Length=50|Dataset=TS_non_AVP,non-AVP,0.005
ID=HIP347|Label=1|Type=AVP|Source=HIPdb|Length=15|Dataset=TS_AVP,AVP,0.750
ID=sp|P82883||Label=0|Type=non_AVP|Source=UniProt|Length=13|Dataset=TS_non_AVP,AVP,0.895
ID=sp|B2UEJ7||Label=0|Type=non_AVP|Source=UniProt|Length=38|Dataset=TS_non_AVP,non-AVP,0.005
ID=DRAMP04008|Label=1|Type=AVP|Source=DRAMP|Length=23|Dataset=TS_AVP,AVP,1.000
ID=sp|Q0T0V2||Label=0|Type=non_AVP|Source=UniProt|Length=43|Dataset=TS_non_AVP,non-AVP,0.350
ID=sp|P0DOZ0||Label=0|Type=non_AVP|Source=UniProt|Length=24|Dataset=TS_non_AVP,AVP,0.920
ID=sp|B0JNP9||Label=0|Type=non_AVP|Source=UniProt|Length=43|Dataset=TS_non_AVP,non-AVP,0.025
ID=sp|P80819||Label=0|Type=non_AVP|Source=UniProt|Length=14|Dataset=TS_non_AVP,non-AVP,0.200
ID=sp|P51355||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,non-AVP,0.030
ID=sp|P17350||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,AVP,0.600
ID=sp|P84471||Label=0|Type=non_AVP|Source=UniProt|Length=15|Dataset=TS_non_AVP,non-AVP,0.250
ID=sp|C0HLW4||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,non-AVP,0.370
ID=sp|P86459||Label=0|Type=non_AVP|Source=UniProt|Length=47|Dataset=TS_non_AVP,AVP,0.890
ID=5700|Label=1|Type=AVP|Source=Peptipedia|Length=46|Dataset=TS_AVP,AVP,1.000
ID=sp|B3A080||Label=0|Type=non_AVP|Source=UniProt|Length=19|Dataset=TS_non_AVP,non-AVP,0.260
ID=sp|P84529||Label=0|Type=non_AVP|Source=UniProt|Length=20|Dataset=TS_non_AVP,AVP,0.770
ID=sp|P84745||Label=0|Type=non_AVP|Source=UniProt|Length=11|Dataset=TS_non_AVP,AVP,0.960
ID=sp|P78006||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,non-AVP,0.040
ID=sp|Q85FL2||Label=0|Type=non_AVP|Source=UniProt|Length=36|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|Q7TUF5||Label=0|Type=non_AVP|Source=UniProt|Length=50|Dataset=TS_non_AVP,non-AVP,0.060
ID=sp|C0HL08||Label=0|Type=non_AVP|Source=UniProt|Length=22|Dataset=TS_non_AVP,AVP,0.695
ID=AVP1524|Label=1|Type=AVP|Source=AVPdb|Length=7|Dataset=TS_AVP,AVP,0.775
ID=sp|Q7NPQ5||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|A1U8R9||Label=0|Type=non_AVP|Source=UniProt|Length=47|Dataset=TS_non_AVP,non-AVP,0.065
ID=sp|P68956||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,non-AVP,0.095
ID=sp|P83895||Label=0|Type=non_AVP|Source=UniProt|Length=45|Dataset=TS_non_AVP,AVP,0.850
ID=sp|P86649||Label=0|Type=non_AVP|Source=UniProt|Length=11|Dataset=TS_non_AVP,non-AVP,0.255
ID=sp|P0DMX3||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.040
ID=sp|B3EWX4||Label=0|Type=non_AVP|Source=UniProt|Length=12|Dataset=TS_non_AVP,AVP,0.710
ID=sp|P80442||Label=0|Type=non_AVP|Source=UniProt|Length=21|Dataset=TS_non_AVP,non-AVP,0.020
ID=sp|A8W3D0||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|Q9TKY2||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P58427||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,AVP,0.965
ID=sp|P34667||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.045
ID=sp|P10296||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,non-AVP,0.485
ID=sp|P30833||Label=0|Type=non_AVP|Source=UniProt|Length=20|Dataset=TS_non_AVP,non-AVP,0.205
ID=sp|C0HMA1||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,non-AVP,0.130
ID=sp|P82833||Label=0|Type=non_AVP|Source=UniProt|Length=24|Dataset=TS_non_AVP,AVP,1.000
ID=sp|P83557||Label=0|Type=non_AVP|Source=UniProt|Length=38|Dataset=TS_non_AVP,AVP,0.890
ID=sp|P80827||Label=0|Type=non_AVP|Source=UniProt|Length=7|Dataset=TS_non_AVP,AVP,0.605
ID=sp|P0DUV1||Label=0|Type=non_AVP|Source=UniProt|Length=10|Dataset=TS_non_AVP,AVP,0.575
ID=sp|P86393||Label=0|Type=non_AVP|Source=UniProt|Length=39|Dataset=TS_non_AVP,AVP,0.760
ID=sp|P82078||Label=0|Type=non_AVP|Source=UniProt|Length=15|Dataset=TS_non_AVP,AVP,1.000
ID=sp|Q06FL6||Label=0|Type=non_AVP|Source=UniProt|Length=37|Dataset=TS_non_AVP,non-AVP,0.035
ID=sp|P83899||Label=0|Type=non_AVP|Source=UniProt|Length=20|Dataset=TS_non_AVP,non-AVP,0.405
ID=sp|B7JYE8||Label=0|Type=non_AVP|Source=UniProt|Length=38|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P20176||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P0CL23||Label=0|Type=non_AVP|Source=UniProt|Length=45|Dataset=TS_non_AVP,non-AVP,0.230
ID=DRAVPe00217|Label=1|Type=AVP|Source=DRAVP|Length=20|Dataset=TS_AVP,AVP,1.000
ID=sp|P15871||Label=0|Type=non_AVP|Source=UniProt|Length=25|Dataset=TS_non_AVP,non-AVP,0.375
ID=sp|P86845||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,AVP,1.000
ID=sp|A5VAZ8||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.095
ID=sp|Q01872||Label=0|Type=non_AVP|Source=UniProt|Length=46|Dataset=TS_non_AVP,non-AVP,0.050
ID=sp|P84015||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,AVP,0.970
ID=CAMPSQ23933|Label=1|Type=AVP|Source=CAMP|Length=13|Dataset=TS_AVP,AVP,0.795
ID=sp|Q5LW05||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.030
ID=dbAMP_23050|Label=1|Type=AVP|Source=dbAMP_AntiHIV|Length=29|Dataset=TS_AVP,AVP,1.000
ID=sp|Q5L0A7||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|P06885||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,non-AVP,0.210
ID=DRAVPe00830|Label=1|Type=AVP|Source=DRAVP|Length=14|Dataset=TS_AVP,AVP,0.835
ID=CAMPSQ15113|Label=1|Type=AVP|Source=CAMP|Length=12|Dataset=TS_AVP,non-AVP,0.135
ID=sp|P36379||Label=0|Type=non_AVP|Source=UniProt|Length=26|Dataset=TS_non_AVP,non-AVP,0.330
ID=sp|P0DRA9||Label=0|Type=non_AVP|Source=UniProt|Length=15|Dataset=TS_non_AVP,AVP,0.980
ID=sp|B3EWQ6||Label=0|Type=non_AVP|Source=UniProt|Length=12|Dataset=TS_non_AVP,AVP,0.625
ID=CAMPSQ20197|Label=1|Type=AVP|Source=CAMP|Length=9|Dataset=TS_AVP,AVP,1.000
ID=sp|P85327||Label=0|Type=non_AVP|Source=UniProt|Length=8|Dataset=TS_non_AVP,non-AVP,0.440
ID=sp|P0DL06||Label=0|Type=non_AVP|Source=UniProt|Length=13|Dataset=TS_non_AVP,AVP,0.740
ID=DRAVPe00132|Label=1|Type=AVP|Source=DRAVP|Length=15|Dataset=TS_AVP,AVP,0.830
ID=sp|A1WWE1||Label=0|Type=non_AVP|Source=UniProt|Length=46|Dataset=TS_non_AVP,non-AVP,0.010
ID=sp|P86154||Label=0|Type=non_AVP|Source=UniProt|Length=33|Dataset=TS_non_AVP,AVP,0.980
ID=sp|P13062||Label=0|Type=non_AVP|Source=UniProt|Length=32|Dataset=TS_non_AVP,non-AVP,0.170
ID=sp|O30180||Label=0|Type=non_AVP|Source=UniProt|Length=46|Dataset=TS_non_AVP,non-AVP,0.140
ID=sp|P19991||Label=0|Type=non_AVP|Source=UniProt|Length=5|Dataset=TS_non_AVP,AVP,0.785
ID=sp|P61933||Label=0|Type=non_AVP|Source=UniProt|Length=45|Dataset=TS_non_AVP,non-AVP,0.035
ID=sp|Q6EW33||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P56551||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.015
ID=sp|P02865||Label=0|Type=non_AVP|Source=UniProt|Length=28|Dataset=TS_non_AVP,non-AVP,0.035
ID=sp|Q10VQ4||Label=0|Type=non_AVP|Source=UniProt|Length=46|Dataset=TS_non_AVP,non-AVP,0.070
ID=sp|P20617||Label=0|Type=non_AVP|Source=UniProt|Length=40|Dataset=TS_non_AVP,non-AVP,0.145
ID=sp|P59070||Label=0|Type=non_AVP|Source=UniProt|Length=48|Dataset=TS_non_AVP,AVP,0.625
ID=sp|A7ZCY6||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P0DJM8||Label=0|Type=non_AVP|Source=UniProt|Length=23|Dataset=TS_non_AVP,non-AVP,0.385
ID=sp|C0HKS0||Label=0|Type=non_AVP|Source=UniProt|Length=38|Dataset=TS_non_AVP,AVP,0.790
ID=sp|C5CPT7||Label=0|Type=non_AVP|Source=UniProt|Length=24|Dataset=TS_non_AVP,non-AVP,0.035
ID=sp|C0HLY4||Label=0|Type=non_AVP|Source=UniProt|Length=14|Dataset=TS_non_AVP,AVP,0.960
ID=DRAMP00246|Label=1|Type=AVP|Source=DRAMP|Length=15|Dataset=TS_AVP,non-AVP,0.430
ID=14129|Label=1|Type=AVP|Source=Peptipedia|Length=29|Dataset=TS_AVP,AVP,1.000
ID=sp|C0HK41||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,AVP,0.990
ID=DRAVPe01581|Label=1|Type=AVP|Source=DRAVP|Length=15|Dataset=TS_AVP,AVP,0.775
ID=19482|Label=1|Type=AVP|Source=DBAASP|Length=27|Dataset=TS_AVP,non-AVP,0.260
ID=sp|G3MTW7||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,non-AVP,0.040
ID=sp|P0DRE8||Label=0|Type=non_AVP|Source=UniProt|Length=10|Dataset=TS_non_AVP,AVP,0.770
ID=sp|P0DMW8||Label=0|Type=non_AVP|Source=UniProt|Length=35|Dataset=TS_non_AVP,AVP,0.755
ID=sp|Q3ZJ18||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,non-AVP,0.000
ID=sp|P0C256||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,AVP,0.990
ID=sp|Q8DWZ4||Label=0|Type=non_AVP|Source=UniProt|Length=50|Dataset=TS_non_AVP,non-AVP,0.090
ID=5643|Label=1|Type=AVP|Source=Peptipedia|Length=34|Dataset=TS_AVP,AVP,0.595
ID=sp|P0DPM2||Label=0|Type=non_AVP|Source=UniProt|Length=17|Dataset=TS_non_AVP,AVP,0.995
ID=sp|S4R3P1||Label=0|Type=non_AVP|Source=UniProt|Length=24|Dataset=TS_non_AVP,non-AVP,0.065
ID=sp|P85211||Label=0|Type=non_AVP|Source=UniProt|Length=42|Dataset=TS_non_AVP,non-AVP,0.245
ID=sp|Q9SAF8||Label=0|Type=non_AVP|Source=UniProt|Length=41|Dataset=TS_non_AVP,non-AVP,0.005
ID=sp|P85246||Label=0|Type=non_AVP|Source=UniProt|Length=31|Dataset=TS_non_AVP,AVP,1.000
ID=sp|P86783||Label=0|Type=non_AVP|Source=UniProt|Length=44|Dataset=TS_non_AVP,AVP,0.615
ID=sp|Q9TWW7||Label=0|Type=non_AVP|Source=UniProt|Length=18|Dataset=TS_non_AVP,AVP,0.560
ID=14850|Label=1|Type=AVP|Source=Peptipedia|Length=18|Dataset=TS_AVP,AVP,1.000
ID=sp|C0HK29||Label=0|Type=non_AVP|Source=UniProt|Length=29|Dataset=TS_non_AVP,AVP,0.960
ID=sp|P0DOW6||Label=0|Type=non_AVP|Source=UniProt|Length=25|Dataset=TS_non_AVP,AVP,0.980
ID=sp|C0HJZ0||Label=0|Type=non_AVP|Source=UniProt|Length=18|Dataset=TS_non_AVP,AVP,1.000
ID=sp|A8W7M7||Label=0|Type=non_AVP|Source=UniProt|Length=34|Dataset=TS_non_AVP,non-AVP,0.050
